TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
52:33.4,0.15,0.15        ,0.47      ,-0.03
52:33.4,0.15,0.15        ,0.47      ,-0.03
52:33.4,0.14,0.15        ,0.47      ,-0.03
52:33.4,0.14,0.15        ,0.47      ,-0.03
52:33.4,0.14,0.15        ,0.46      ,-0.03
52:33.4,0.15,0.15        ,0.46      ,-0.03
52:33.4,0.14,0.15        ,0.46      ,-0.03
52:33.4,0.14,0.15        ,0.46      ,-0.03
52:33.4,0.14,0.15        ,0.46      ,-0.03
52:33.4,0.14,0.14        ,0.46      ,-0.03
52:33.4,0.15,0.14        ,0.46      ,-0.03
52:33.4,0.14,0.14        ,0.45      ,-0.03
52:33.4,0.15,0.14        ,0.45      ,-0.03
52:33.5,0.15,0.14        ,0.45      ,-0.03
52:33.5,0.14,0.14        ,0.45      ,-0.03
52:33.5,0.14,0.14        ,0.45      ,-0.03
52:33.5,0.15,0.14        ,0.45      ,-0.03
52:33.5,0.14,0.14        ,0.45      ,-0.03
52:33.5,0.15,0.14        ,0.45      ,-0.03
52:33.5,0.14,0.14        ,0.44      ,-0.03
52:33.5,0.14,0.14        ,0.44      ,-0.03
52:33.5,0.14,0.14        ,0.44      ,-0.03
52:33.5,0.15,0.14        ,0.44      ,-0.03
52:33.5,0.15,0.14        ,0.44      ,-0.03
52:33.5,0.15,0.14        ,0.44      ,-0.03
52:33.5,0.15,0.14        ,0.44      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.43      ,-0.03
52:33.6,0.14,0.14        ,0.42      ,-0.03
52:33.6,0.15,0.14        ,0.42      ,-0.03
52:33.6,0.15,0.14        ,0.42      ,-0.03
52:33.6,0.14,0.14        ,0.42      ,-0.03
52:33.6,0.14,0.14        ,0.42      ,-0.03
52:33.6,0.14,0.14        ,0.42      ,-0.03
52:33.7,0.14,0.14        ,0.42      ,-0.03
52:33.7,0.15,0.14        ,0.42      ,-0.02
52:33.7,0.15,0.14        ,0.41      ,-0.02
52:33.7,0.14,0.14        ,0.41      ,-0.02
52:33.7,0.15,0.14        ,0.41      ,-0.02
52:33.7,0.15,0.14        ,0.41      ,-0.02
52:33.7,0.15,0.14        ,0.41      ,-0.02
52:33.7,0.14,0.14        ,0.41      ,-0.02
52:33.7,0.15,0.14        ,0.41      ,-0.02
52:33.7,0.14,0.14        ,0.4       ,-0.02
52:33.7,0.15,0.14        ,0.4       ,-0.02
52:33.7,0.14,0.14        ,0.4       ,-0.02
52:33.8,0.14,0.14        ,0.4       ,-0.02
52:33.8,0.15,0.14        ,0.4       ,-0.02
52:33.8,0.14,0.14        ,0.4       ,-0.02
52:33.8,0.15,0.14        ,0.4       ,-0.02
52:33.8,0.14,0.14        ,0.4       ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.15,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.8,0.14,0.14        ,0.39      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.38      ,-0.02
52:33.9,0.14,0.14        ,0.37      ,-0.02
52:33.9,0.14,0.14        ,0.37      ,-0.02
52:33.9,0.14,0.14        ,0.37      ,-0.02
52:33.9,0.14,0.14        ,0.37      ,-0.02
52:33.9,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.37      ,-0.02
52:34.0,0.14,0.14        ,0.38      ,-0.02
52:34.0,0.14,0.14        ,0.38      ,-0.02
52:34.0,0.14,0.14        ,0.39      ,-0.01
52:34.0,0.14,0.14        ,0.39      ,-0.01
52:34.0,0.14,0.14        ,0.39      ,-0.01
52:34.0,0.14,0.14        ,0.4       ,-0.01
52:34.0,0.14,0.14        ,0.4       ,-0.01
52:34.0,0.14,0.14        ,0.41      ,-0.01
52:34.1,0.14,0.14        ,0.41      ,-0.01
52:34.1,0.14,0.15        ,0.41      ,-0.01
52:34.1,0.14,0.15        ,0.42      ,-0.01
52:34.1,0.14,0.15        ,0.42      ,-0.01
52:34.1,0.15,0.15        ,0.42      ,-0.01
52:34.1,0.15,0.15        ,0.43      ,-0.01
52:34.1,0.14,0.15        ,0.43      ,-0.01
52:34.1,0.15,0.15        ,0.43      ,-0.01
52:34.1,0.15,0.15        ,0.44      ,-0.01
52:34.1,0.14,0.15        ,0.44      ,-0.01
52:34.1,0.15,0.15        ,0.44      ,-0.01
52:34.1,0.15,0.15        ,0.45      ,-0.01
52:34.1,0.15,0.15        ,0.45      ,-0.01
52:34.2,0.15,0.15        ,0.45      ,-0.01
52:34.2,0.15,0.15        ,0.45      ,-0.01
52:34.2,0.15,0.15        ,0.46      ,-0.01
52:34.2,0.15,0.15        ,0.46      ,-0.01
52:34.2,0.15,0.15        ,0.46      ,-0.01
52:34.2,0.15,0.15        ,0.46      ,-0.01
52:34.2,0.15,0.15        ,0.47      ,-0.01
52:34.2,0.15,0.15        ,0.47      ,-0.01
52:34.2,0.15,0.15        ,0.47      ,-0.01
52:34.2,0.15,0.15        ,0.47      ,-0.01
52:34.2,0.15,0.15        ,0.48      ,-0.01
52:34.2,0.15,0.15        ,0.48      ,-0.01
52:34.3,0.15,0.15        ,0.48      ,-0.01
52:34.3,0.15,0.15        ,0.48      ,-0.01
52:34.3,0.15,0.15        ,0.48      ,-0.01
52:34.3,0.15,0.15        ,0.49      ,-0.01
52:34.3,0.15,0.15        ,0.49      ,-0.01
52:34.3,0.15,0.15        ,0.49      ,-0.01
52:34.3,0.15,0.15        ,0.49      ,-0.01
52:34.3,0.15,0.15        ,0.49      ,-0.01
52:34.3,0.15,0.15        ,0.5       ,-0.01
52:34.3,0.15,0.15        ,0.5       ,-0.01
52:34.3,0.15,0.15        ,0.5       ,-0.01
52:34.3,0.15,0.15        ,0.5       ,-0.01
52:34.3,0.15,0.15        ,0.5       ,-0.01
52:34.4,0.14,0.15        ,0.5       ,-0.01
52:34.4,0.14,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,-0.01
52:34.4,0.15,0.15        ,0.51      ,0
52:34.4,0.15,0.15        ,0.52      ,0
52:34.4,0.15,0.15        ,0.52      ,0
52:34.4,0.15,0.15        ,0.52      ,0
52:34.4,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.52      ,0
52:34.5,0.15,0.15        ,0.53      ,0
52:34.5,0.15,0.15        ,0.53      ,0
52:34.5,0.15,0.15        ,0.53      ,0
52:34.5,0.15,0.15        ,0.53      ,0
52:34.5,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.6,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.7,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.8,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.53      ,0
52:34.9,0.15,0.15        ,0.52      ,0
52:34.9,0.15,0.15        ,0.52      ,0
52:34.9,0.15,0.15        ,0.52      ,0
52:34.9,0.15,0.15        ,0.52      ,0
52:35.0,0.15,0.15        ,0.52      ,0
52:35.0,0.15,0.15        ,0.52      ,0
52:35.0,0.15,0.15        ,0.52      ,0
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.0,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.52      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.1,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.2,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.3,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.4,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.5,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.6,0.15,0.15        ,0.51      ,0.01
52:35.7,0.15,0.15        ,0.51      ,0.01
52:35.7,0.15,0.15        ,0.51      ,0.01
52:35.7,0.15,0.15        ,0.51      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.7,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.52      ,0.01
52:35.8,0.15,0.15        ,0.53      ,0.01
52:35.8,0.15,0.15        ,0.53      ,0.01
52:35.8,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:35.9,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.53      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.0,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.1,0.15,0.15        ,0.52      ,0.01
52:36.2,0.15,0.15        ,0.52      ,0.01
52:36.2,0.15,0.15        ,0.52      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.2,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.51      ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.3,0.15,0.15        ,0.5       ,0.01
52:36.4,0.15,0.15        ,0.5       ,0.01
52:36.4,0.15,0.15        ,0.5       ,0.01
52:36.4,0.15,0.15        ,0.5       ,0.01
52:36.4,0.15,0.15        ,0.5       ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.4,0.15,0.15        ,0.49      ,0.01
52:36.5,0.15,0.15        ,0.49      ,0.01
52:36.5,0.15,0.15        ,0.49      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.48      ,0.01
52:36.5,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.47      ,0.01
52:36.6,0.15,0.15        ,0.46      ,0.01
52:36.6,0.15,0.15        ,0.46      ,0.01
52:36.6,0.15,0.15        ,0.46      ,0.01
52:36.6,0.15,0.15        ,0.46      ,0.01
52:36.6,0.15,0.15        ,0.46      ,0.01
52:36.7,0.15,0.15        ,0.46      ,0.01
52:36.7,0.15,0.15        ,0.46      ,0.01
52:36.7,0.15,0.15        ,0.46      ,0.01
52:36.7,0.15,0.15        ,0.46      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.7,0.15,0.15        ,0.45      ,0.01
52:36.8,0.15,0.15        ,0.45      ,0.01
52:36.8,0.15,0.15        ,0.44      ,0.01
52:36.8,0.15,0.15        ,0.44      ,0.01
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.44      ,0
52:36.8,0.15,0.15        ,0.43      ,0
52:36.8,0.15,0.15        ,0.43      ,0
52:36.8,0.15,0.15        ,0.43      ,0
52:36.9,0.15,0.15        ,0.43      ,0
52:36.9,0.15,0.15        ,0.43      ,0
52:36.9,0.14,0.15        ,0.43      ,0
52:36.9,0.15,0.15        ,0.43      ,0
52:36.9,0.15,0.15        ,0.43      ,0
52:36.9,0.14,0.15        ,0.43      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:36.9,0.15,0.15        ,0.42      ,0
52:37.0,0.14,0.15        ,0.42      ,0
52:37.0,0.15,0.15        ,0.41      ,0
52:37.0,0.15,0.15        ,0.41      ,0
52:37.0,0.14,0.14        ,0.41      ,0
52:37.0,0.14,0.14        ,0.41      ,0
52:37.0,0.14,0.14        ,0.41      ,0
52:37.0,0.14,0.14        ,0.41      ,0
52:37.0,0.15,0.14        ,0.41      ,0
52:37.0,0.14,0.14        ,0.41      ,0
52:37.0,0.15,0.14        ,0.41      ,0
52:37.0,0.14,0.14        ,0.4       ,0
52:37.0,0.14,0.14        ,0.4       ,0
52:37.0,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.4       ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.1,0.14,0.14        ,0.39      ,0
52:37.2,0.14,0.14        ,0.39      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.38      ,0
52:37.2,0.14,0.14        ,0.37      ,0
52:37.2,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.37      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.3,0.14,0.14        ,0.36      ,0
52:37.4,0.14,0.14        ,0.36      ,0
52:37.4,0.14,0.14        ,0.36      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.35      ,0
52:37.4,0.14,0.14        ,0.34      ,0
52:37.4,0.14,0.14        ,0.34      ,0
52:37.5,0.14,0.14        ,0.34      ,0
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.34      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.5,0.14,0.14        ,0.33      ,-0.01
52:37.6,0.14,0.14        ,0.33      ,-0.01
52:37.6,0.14,0.14        ,0.33      ,-0.01
52:37.6,0.14,0.14        ,0.33      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
