TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
51:19.3,0.05,0.05        ,3.68      ,-5.24
51:19.3,0.05,0.05        ,3.77      ,-5.34
51:19.3,0.05,0.05        ,3.87      ,-5.43
51:19.3,0.05,0.05        ,3.96      ,-5.53
51:19.4,0.05,0.05        ,4.07      ,-5.63
51:19.4,0.05,0.05        ,4.19      ,-5.73
51:19.4,0.05,0.05        ,4.3       ,-5.83
51:19.4,0.05,0.05        ,4.41      ,-5.93
51:19.4,0.05,0.05        ,4.52      ,-6.03
51:19.4,0.06,0.05        ,4.63      ,-6.13
51:19.4,0.06,0.05        ,4.73      ,-6.22
51:19.4,0.06,0.05        ,4.84      ,-6.32
51:19.4,0.06,0.05        ,4.94      ,-6.42
51:19.4,0.05,0.05        ,5.04      ,-6.52
51:19.4,0.06,0.05        ,5.14      ,-6.62
51:19.4,0.07,0.05        ,5.23      ,-6.72
51:19.4,0.03,0.05        ,5.33      ,-6.82
51:19.5,0.06,0.05        ,5.42      ,-6.92
51:19.5,0.06,0.05        ,5.51      ,-7.02
51:19.5,0.05,0.05        ,5.6       ,-7.11
51:19.5,0.05,0.05        ,5.69      ,-7.21
51:19.5,0.05,0.05        ,5.78      ,-7.31
51:19.5,0.05,0.05        ,5.87      ,-7.41
51:19.5,0.05,0.05        ,5.97      ,-7.51
51:19.5,0.06,0.05        ,6.06      ,-7.61
51:19.5,0.05,0.05        ,6.15      ,-7.71
51:19.5,0.05,0.05        ,6.24      ,-7.81
51:19.5,0.05,0.05        ,6.33      ,-7.9
51:19.5,0.05,0.05        ,6.42      ,-8
51:19.5,0.05,0.05        ,6.51      ,-8.1
51:19.6,0.05,0.05        ,6.61      ,-8.2
51:19.6,0.05,0.05        ,6.71      ,-8.3
51:19.6,0.05,0.05        ,6.83      ,-8.4
51:19.6,0.05,0.05        ,6.94      ,-8.5
51:19.6,0.05,0.06        ,7.06      ,-8.6
51:19.6,0.06,0.06        ,7.17      ,-8.69
51:19.6,0.05,0.06        ,7.29      ,-8.79
51:19.6,0.06,0.06        ,7.4       ,-8.89
51:19.6,0.05,0.06        ,7.5       ,-8.99
51:19.6,0.05,0.06        ,7.61      ,-9.09
51:19.6,0.06,0.06        ,7.71      ,-9.19
51:19.6,0.06,0.06        ,7.82      ,-9.29
51:19.6,0.06,0.06        ,7.92      ,-9.39
51:19.7,0.05,0.06        ,8.01      ,-9.48
51:19.7,0.06,0.06        ,8.11      ,-9.58
51:19.7,0.05,0.06        ,8.21      ,-9.68
51:19.7,0.05,0.06        ,8.32      ,-9.78
51:19.7,0.06,0.06        ,8.44      ,-9.88
51:19.7,0.06,0.06        ,8.56      ,-9.98
51:19.7,0.06,0.06        ,8.67      ,-10.08
51:19.7,0.06,0.06        ,8.78      ,-10.18
51:19.7,0.06,0.06        ,8.89      ,-10.27
51:19.7,0.06,0.06        ,8.99      ,-10.37
51:19.7,0.06,0.06        ,9.1       ,-10.47
51:19.7,0.06,0.06        ,9.2       ,-10.57
51:19.8,0.06,0.06        ,9.3       ,-10.67
51:19.8,0.06,0.06        ,9.4       ,-10.77
51:19.8,0.06,0.06        ,9.49      ,-10.87
51:19.8,0.06,0.06        ,9.59      ,-10.96
51:19.8,0.06,0.06        ,9.69      ,-11.06
51:19.8,0.06,0.06        ,9.78      ,-11.16
51:19.8,0.06,0.06        ,9.88      ,-11.26
51:19.8,0.06,0.06        ,9.98      ,-11.36
51:19.8,0.06,0.06        ,10.08     ,-11.46
51:19.8,0.06,0.06        ,10.18     ,-11.56
51:19.8,0.06,0.06        ,10.28     ,-11.65
51:19.8,0.06,0.06        ,10.37     ,-11.75
51:19.8,0.06,0.06        ,10.47     ,-11.85
51:19.9,0.06,0.06        ,10.57     ,-11.95
51:19.9,0.06,0.06        ,10.67     ,-12.05
51:19.9,0.06,0.06        ,10.77     ,-12.15
51:19.9,0.06,0.06        ,10.87     ,-12.25
51:19.9,0.06,0.06        ,10.97     ,-12.34
51:19.9,0.06,0.06        ,11.06     ,-12.44
51:19.9,0.06,0.06        ,11.16     ,-12.54
51:19.9,0.06,0.06        ,11.26     ,-12.64
51:19.9,0.06,0.06        ,11.36     ,-12.74
51:19.9,0.06,0.06        ,11.46     ,-12.84
51:19.9,0.06,0.06        ,11.56     ,-12.93
51:19.9,0.06,0.06        ,11.65     ,-13.03
51:19.9,0.06,0.06        ,11.75     ,-13.13
51:20.0,0.06,0.06        ,11.85     ,-13.23
51:20.0,0.06,0.06        ,11.95     ,-13.33
51:20.0,0.06,0.06        ,12.05     ,-13.43
51:20.0,0.06,0.06        ,12.15     ,-13.52
51:20.0,0.06,0.06        ,12.24     ,-13.62
51:20.0,0.06,0.06        ,12.34     ,-13.72
51:20.0,0.06,0.06        ,12.44     ,-13.82
51:20.0,0.06,0.06        ,12.54     ,-13.92
51:20.0,0.06,0.06        ,12.64     ,-14.01
51:20.0,0.06,0.06        ,12.73     ,-14.11
51:20.0,0.06,0.06        ,12.83     ,-14.21
51:20.0,0.06,0.06        ,12.93     ,-14.31
51:20.0,0.06,0.06        ,13.03     ,-14.41
51:20.1,0.06,0.06        ,13.13     ,-14.51
51:20.1,0.06,0.06        ,13.22     ,-14.6
51:20.1,0.06,0.06        ,13.32     ,-14.7
51:20.1,0.06,0.06        ,13.42     ,-14.8
51:20.1,0.06,0.06        ,13.52     ,-14.9
51:20.1,0.06,0.06        ,13.62     ,-15
51:20.1,0.06,0.06        ,13.71     ,-15.09
51:20.1,0.06,0.06        ,13.81     ,-15.19
51:20.1,0.06,0.06        ,13.91     ,-15.29
51:20.1,0.06,0.06        ,14.01     ,-15.39
51:20.1,0.06,0.06        ,14.11     ,-15.48
51:20.1,0.06,0.06        ,14.2      ,-15.58
51:20.1,0.06,0.06        ,14.3      ,-15.68
51:20.2,0.06,0.06        ,14.4      ,-15.78
51:20.2,0.06,0.06        ,14.5      ,-15.88
51:20.2,0.06,0.06        ,14.6      ,-15.97
51:20.2,0.06,0.06        ,14.69     ,-16.07
51:20.2,0.06,0.06        ,14.79     ,-16.17
51:20.2,0.06,0.06        ,14.89     ,-16.27
51:20.2,0.06,0.06        ,14.99     ,-16.36
51:20.2,0.06,0.06        ,15.08     ,-16.46
51:20.2,0.06,0.06        ,15.18     ,-16.56
51:20.2,0.06,0.06        ,15.28     ,-16.66
51:20.2,0.06,0.06        ,15.38     ,-16.75
51:20.2,0.06,0.06        ,15.47     ,-16.85
51:20.3,0.06,0.06        ,15.57     ,-16.95
51:20.3,0.06,0.06        ,15.67     ,-17.05
51:20.3,0.06,0.06        ,15.77     ,-17.14
51:20.3,0.06,0.06        ,15.86     ,-17.24
51:20.3,0.06,0.06        ,15.96     ,-17.34
51:20.3,0.06,0.06        ,16.06     ,-17.44
51:20.3,0.06,0.06        ,16.16     ,-17.53
51:20.3,0.06,0.06        ,16.25     ,-17.63
51:20.3,0.06,0.06        ,16.35     ,-17.73
51:20.3,0.06,0.06        ,16.45     ,-17.83
51:20.3,0.06,0.06        ,16.54     ,-17.92
51:20.3,0.06,0.06        ,16.64     ,-18.02
51:20.3,0.06,0.06        ,16.74     ,-18.12
51:20.4,0.06,0.06        ,16.84     ,-18.21
51:20.4,0.06,0.06        ,16.93     ,-18.31
51:20.4,0.06,0.06        ,17.03     ,-18.41
51:20.4,0.06,0.06        ,17.13     ,-18.51
51:20.4,0.06,0.06        ,17.22     ,-18.6
51:20.4,0.06,0.06        ,17.32     ,-18.7
51:20.4,0.06,0.06        ,17.42     ,-18.8
51:20.4,0.06,0.06        ,17.51     ,-18.89
51:20.4,0.06,0.06        ,17.61     ,-18.99
51:20.4,0.06,0.06        ,17.71     ,-19.09
51:20.4,0.06,0.06        ,17.81     ,-19.18
51:20.4,0.06,0.06        ,17.9      ,-19.28
51:20.4,0.06,0.06        ,18        ,-19.38
51:20.5,0.06,0.06        ,18.1      ,-19.47
51:20.5,0.06,0.06        ,18.19     ,-19.57
51:20.5,0.06,0.06        ,18.29     ,-19.67
51:20.5,0.06,0.06        ,18.39     ,-19.76
51:20.5,0.06,0.06        ,18.48     ,-19.86
51:20.5,0.06,0.06        ,18.58     ,-19.96
51:20.5,0.06,0.06        ,18.67     ,-20.05
51:20.5,0.06,0.06        ,18.77     ,-20.15
51:20.5,0.06,0.06        ,18.87     ,-20.25
51:20.5,0.06,0.06        ,18.96     ,-20.34
51:20.5,0.06,0.06        ,19.06     ,-20.44
51:20.5,0.06,0.06        ,19.16     ,-20.54
51:20.5,0.06,0.06        ,19.25     ,-20.63
51:20.6,0.06,0.06        ,19.35     ,-20.73
51:20.6,0.06,0.06        ,19.45     ,-20.82
51:20.6,0.06,0.06        ,19.54     ,-20.92
51:20.6,0.06,0.06        ,19.64     ,-21.02
51:20.6,0.06,0.06        ,19.73     ,-21.11
51:20.6,0.06,0.06        ,19.83     ,-21.21
51:20.6,0.06,0.06        ,19.93     ,-21.3
51:20.6,0.06,0.06        ,20.02     ,-21.4
51:20.6,0.06,0.06        ,20.12     ,-21.5
51:20.6,0.06,0.06        ,20.21     ,-21.59
51:20.6,0.06,0.06        ,20.31     ,-21.69
51:20.6,0.06,0.06        ,20.41     ,-21.78
51:20.6,0.06,0.06        ,20.5      ,-21.88
51:20.7,0.06,0.06        ,20.6      ,-21.98
51:20.7,0.06,0.06        ,20.69     ,-22.07
51:20.7,0.06,0.06        ,20.79     ,-22.17
51:20.7,0.06,0.06        ,20.88     ,-22.26
51:20.7,0.06,0.06        ,20.98     ,-22.36
51:20.7,0.06,0.06        ,21.08     ,-22.45
51:20.7,0.06,0.06        ,21.17     ,-22.55
51:20.7,0.06,0.06        ,21.27     ,-22.64
51:20.7,0.06,0.06        ,21.36     ,-22.74
51:20.7,0.06,0.06        ,21.46     ,-22.84
51:20.7,0.06,0.06        ,21.55     ,-22.93
51:20.7,0.06,0.06        ,21.65     ,-23.03
51:20.8,0.06,0.06        ,21.74     ,-23.12
51:20.8,0.06,0.06        ,21.84     ,-23.22
51:20.8,0.06,0.06        ,21.93     ,-23.31
51:20.8,0.06,0.06        ,22.03     ,-23.41
51:20.8,0.06,0.06        ,22.12     ,-23.5
51:20.8,0.06,0.06        ,22.22     ,-23.6
51:20.8,0.06,0.06        ,22.31     ,-23.69
51:20.8,0.06,0.06        ,22.41     ,-23.79
51:20.8,0.06,0.06        ,22.5      ,-23.88
51:20.8,0.06,0.06        ,22.6      ,-23.98
51:20.8,0.06,0.06        ,22.69     ,-24.07
51:20.8,0.06,0.06        ,22.79     ,-24.17
51:20.8,0.06,0.06        ,22.88     ,-24.26
51:20.9,0.06,0.06        ,22.98     ,-24.36
51:20.9,0.06,0.06        ,23.07     ,-24.45
51:20.9,0.06,0.06        ,23.17     ,-24.54
51:20.9,0.06,0.06        ,23.26     ,-24.64
51:20.9,0.06,0.06        ,23.36     ,-24.73
51:20.9,0.06,0.06        ,23.45     ,-24.83
51:20.9,0.06,0.06        ,23.54     ,-24.92
51:20.9,0.06,0.06        ,23.64     ,-25.02
51:20.9,0.06,0.06        ,23.73     ,-25.11
51:20.9,0.06,0.06        ,23.83     ,-25.21
51:20.9,0.06,0.06        ,23.92     ,-25.3
51:20.9,0.06,0.06        ,24.02     ,-25.39
51:20.9,0.06,0.06        ,24.11     ,-25.49
51:21.0,0.06,0.06        ,24.2      ,-25.58
51:21.0,0.06,0.06        ,24.3      ,-25.68
51:21.0,0.06,0.06        ,24.39     ,-25.77
51:21.0,0.06,0.06        ,24.49     ,-25.86
51:21.0,0.06,0.06        ,24.58     ,-25.96
51:21.0,0.06,0.06        ,24.67     ,-26.05
51:21.0,0.06,0.06        ,24.77     ,-26.14
51:21.0,0.06,0.06        ,24.86     ,-26.24
51:21.0,0.06,0.06        ,24.95     ,-26.33
51:21.0,0.06,0.06        ,25.05     ,-26.43
51:21.0,0.06,0.06        ,25.14     ,-26.52
51:21.0,0.06,0.06        ,25.23     ,-26.61
51:21.0,0.06,0.06        ,25.33     ,-26.71
51:21.1,0.06,0.06        ,25.42     ,-26.8
51:21.1,0.06,0.06        ,25.53     ,-26.89
51:21.1,0.06,0.06        ,25.63     ,-26.99
51:21.1,0.06,0.06        ,25.73     ,-27.08
51:21.1,0.06,0.06        ,25.82     ,-27.17
51:21.1,0.07,0.06        ,25.92     ,-27.27
51:21.1,0.06,0.06        ,26.01     ,-27.36
51:21.1,0.06,0.06        ,26.1      ,-27.45
51:21.1,0.06,0.06        ,26.19     ,-27.54
51:21.1,0.06,0.06        ,26.27     ,-27.64
51:21.1,0.06,0.06        ,26.35     ,-27.73
51:21.1,0.06,0.06        ,26.44     ,-27.82
51:21.1,0.06,0.06        ,26.54     ,-27.92
51:21.2,0.06,0.06        ,26.63     ,-28.01
51:21.2,0.06,0.06        ,26.72     ,-28.1
51:21.2,0.06,0.06        ,26.81     ,-28.19
51:21.2,0.06,0.06        ,26.91     ,-28.29
51:21.2,0.06,0.06        ,27.01     ,-28.38
51:21.2,0.06,0.06        ,27.12     ,-28.47
51:21.2,0.06,0.06        ,27.23     ,-28.56
51:21.2,0.06,0.06        ,27.33     ,-28.65
51:21.2,0.07,0.06        ,27.43     ,-28.75
51:21.2,0.06,0.06        ,27.53     ,-28.84
51:21.2,0.06,0.06        ,27.63     ,-28.93
51:21.2,0.07,0.06        ,27.72     ,-29.02
51:21.3,0.06,0.06        ,27.82     ,-29.12
51:21.3,0.07,0.06        ,27.91     ,-29.21
51:21.3,0.07,0.06        ,27.99     ,-29.3
51:21.3,0.06,0.06        ,28.08     ,-29.39
51:21.3,0.06,0.06        ,28.16     ,-29.48
51:21.3,0.06,0.06        ,28.24     ,-29.57
51:21.3,0.06,0.06        ,28.31     ,-29.67
51:21.3,0.06,0.06        ,28.39     ,-29.76
51:21.3,0.06,0.06        ,28.47     ,-29.85
51:21.3,0.06,0.06        ,28.58     ,-29.94
51:21.3,0.06,0.06        ,28.7      ,-30.03
51:21.3,0.06,0.06        ,28.81     ,-30.12
51:21.3,0.07,0.06        ,28.92     ,-30.21
51:21.4,0.07,0.06        ,29.03     ,-30.3
51:21.4,0.07,0.06        ,29.14     ,-30.4
51:21.4,0.06,0.06        ,29.24     ,-30.49
51:21.4,0.06,0.06        ,29.34     ,-30.58
51:21.4,0.07,0.06        ,29.44     ,-30.67
51:21.4,0.07,0.06        ,29.53     ,-30.76
51:21.4,0.07,0.06        ,29.62     ,-30.85
51:21.4,0.06,0.06        ,29.71     ,-30.94
51:21.4,0.07,0.06        ,29.8      ,-31.03
51:21.4,0.06,0.06        ,29.89     ,-31.12
51:21.4,0.07,0.06        ,29.99     ,-31.21
51:21.4,0.07,0.06        ,30.08     ,-31.3
51:21.4,0.07,0.06        ,30.17     ,-31.39
51:21.5,0.07,0.06        ,30.25     ,-31.48
51:21.5,0.06,0.06        ,30.34     ,-31.57
51:21.5,0.07,0.06        ,30.42     ,-31.66
51:21.5,0.07,0.06        ,30.49     ,-31.75
51:21.5,0.06,0.06        ,30.57     ,-31.84
51:21.5,0.06,0.06        ,30.66     ,-31.93
51:21.5,0.06,0.06        ,30.76     ,-32.02
51:21.5,0.07,0.06        ,30.87     ,-32.11
51:21.5,0.07,0.06        ,30.98     ,-32.2
51:21.5,0.07,0.06        ,31.09     ,-32.29
51:21.5,0.07,0.07        ,31.19     ,-32.38
51:21.5,0.07,0.07        ,31.29     ,-32.47
51:21.5,0.07,0.07        ,31.39     ,-32.56
51:21.6,0.07,0.07        ,31.48     ,-32.65
51:21.6,0.07,0.07        ,31.58     ,-32.74
51:21.6,0.07,0.07        ,31.67     ,-32.83
51:21.6,0.07,0.07        ,31.75     ,-32.92
51:21.6,0.07,0.07        ,31.84     ,-33.01
51:21.6,0.07,0.07        ,31.92     ,-33.1
51:21.6,0.07,0.07        ,32        ,-33.19
51:21.6,0.07,0.07        ,32.07     ,-33.27
51:21.6,0.07,0.07        ,32.15     ,-33.36
51:21.6,0.06,0.07        ,32.22     ,-33.45
51:21.6,0.06,0.07        ,32.31     ,-33.54
51:21.6,0.07,0.07        ,32.41     ,-33.63
51:21.6,0.07,0.07        ,32.51     ,-33.72
51:21.7,0.07,0.07        ,32.61     ,-33.81
51:21.7,0.07,0.07        ,32.7      ,-33.89
51:21.7,0.07,0.07        ,32.79     ,-33.98
51:21.7,0.07,0.07        ,32.88     ,-34.07
51:21.7,0.07,0.07        ,32.97     ,-34.16
51:21.7,0.07,0.07        ,33.05     ,-34.25
51:21.7,0.07,0.07        ,33.13     ,-34.34
51:21.7,0.06,0.07        ,33.2      ,-34.42
51:21.7,0.07,0.07        ,33.28     ,-34.51
51:21.7,0.06,0.07        ,33.36     ,-34.6
51:21.7,0.07,0.07        ,33.45     ,-34.69
51:21.7,0.06,0.07        ,33.53     ,-34.77
51:21.8,0.07,0.07        ,33.6      ,-34.86
51:21.8,0.07,0.07        ,33.68     ,-34.95
51:21.8,0.07,0.07        ,33.75     ,-35.04
51:21.8,0.06,0.07        ,33.82     ,-35.12
51:21.8,0.06,0.07        ,33.89     ,-35.21
51:21.8,0.06,0.07        ,33.95     ,-35.3
51:21.8,0.06,0.07        ,34.02     ,-35.39
51:21.8,0.06,0.07        ,34.1      ,-35.47
51:21.8,0.06,0.07        ,34.2      ,-35.56
51:21.8,0.06,0.07        ,34.31     ,-35.65
51:21.8,0.06,0.07        ,34.41     ,-35.73
51:21.8,0.07,0.07        ,34.51     ,-35.82
51:21.8,0.06,0.07        ,34.6      ,-35.91
51:21.9,0.06,0.07        ,34.69     ,-35.99
51:21.9,0.07,0.07        ,34.78     ,-36.08
51:21.9,0.06,0.07        ,34.87     ,-36.17
51:21.9,0.07,0.07        ,34.95     ,-36.25
51:21.9,0.07,0.07        ,35.03     ,-36.34
51:21.9,0.06,0.07        ,35.11     ,-36.42
51:21.9,0.06,0.07        ,35.19     ,-36.51
51:21.9,0.06,0.07        ,35.26     ,-36.6
51:21.9,0.06,0.07        ,35.33     ,-36.68
51:21.9,0.06,0.07        ,35.4      ,-36.77
51:21.9,0.06,0.07        ,35.47     ,-36.85
51:21.9,0.06,0.07        ,35.56     ,-36.94
51:21.9,0.06,0.07        ,35.66     ,-37.03
51:22.0,0.06,0.07        ,35.76     ,-37.11
51:22.0,0.06,0.07        ,35.86     ,-37.2
51:22.0,0.07,0.07        ,35.96     ,-37.28
51:22.0,0.06,0.07        ,36.06     ,-37.37
51:22.0,0.06,0.07        ,36.15     ,-37.45
51:22.0,0.07,0.07        ,36.24     ,-37.54
51:22.0,0.06,0.07        ,36.32     ,-37.62
51:22.0,0.07,0.07        ,36.41     ,-37.71
51:22.0,0.06,0.07        ,36.49     ,-37.79
51:22.0,0.06,0.07        ,36.56     ,-37.88
51:22.0,0.06,0.07        ,36.64     ,-37.96
51:22.0,0.07,0.07        ,36.72     ,-38.05
51:22.0,0.06,0.07        ,36.79     ,-38.13
51:22.1,0.06,0.07        ,36.86     ,-38.21
51:22.1,0.06,0.07        ,36.93     ,-38.3
51:22.1,0.06,0.07        ,37.02     ,-38.38
51:22.1,0.06,0.07        ,37.12     ,-38.47
51:22.1,0.06,0.07        ,37.23     ,-38.55
51:22.1,0.07,0.07        ,37.34     ,-38.63
51:22.1,0.06,0.07        ,37.44     ,-38.72
51:22.1,0.06,0.07        ,37.54     ,-38.8
51:22.1,0.07,0.07        ,37.64     ,-38.89
51:22.1,0.07,0.07        ,37.73     ,-38.97
51:22.1,0.07,0.07        ,37.82     ,-39.05
51:22.1,0.07,0.07        ,37.91     ,-39.14
51:22.1,0.07,0.07        ,37.99     ,-39.22
51:22.2,0.07,0.07        ,38.07     ,-39.3
51:22.2,0.06,0.07        ,38.15     ,-39.39
51:22.2,0.06,0.07        ,38.23     ,-39.47
51:22.2,0.07,0.07        ,38.32     ,-39.55
51:22.2,0.07,0.07        ,38.4      ,-39.63
51:22.2,0.06,0.07        ,38.49     ,-39.72
51:22.2,0.07,0.07        ,38.58     ,-39.8
51:22.2,0.07,0.07        ,38.67     ,-39.88
51:22.2,0.07,0.07        ,38.76     ,-39.96
51:22.2,0.07,0.07        ,38.84     ,-40.05
51:22.2,0.06,0.07        ,38.93     ,-40.13
51:22.2,0.07,0.07        ,39.01     ,-40.21
51:22.3,0.07,0.07        ,39.1      ,-40.29
51:22.3,0.07,0.07        ,39.19     ,-40.38
51:22.3,0.07,0.07        ,39.27     ,-40.46
51:22.3,0.07,0.07        ,39.35     ,-40.54
51:22.3,0.07,0.07        ,39.43     ,-40.62
51:22.3,0.07,0.07        ,39.5      ,-40.7
51:22.3,0.07,0.07        ,39.58     ,-40.78
51:22.3,0.06,0.07        ,39.65     ,-40.87
51:22.3,0.07,0.07        ,39.74     ,-40.95
51:22.3,0.07,0.07        ,39.84     ,-41.03
51:22.3,0.07,0.07        ,39.93     ,-41.11
51:22.3,0.07,0.07        ,40.02     ,-41.19
51:22.3,0.07,0.07        ,40.11     ,-41.27
51:22.4,0.07,0.07        ,40.19     ,-41.35
51:22.4,0.07,0.07        ,40.27     ,-41.43
51:22.4,0.07,0.07        ,40.35     ,-41.51
51:22.4,0.07,0.07        ,40.43     ,-41.59
51:22.4,0.07,0.07        ,40.51     ,-41.67
51:22.4,0.07,0.07        ,40.59     ,-41.75
51:22.4,0.07,0.07        ,40.67     ,-41.83
51:22.4,0.07,0.07        ,40.75     ,-41.91
51:22.4,0.07,0.07        ,40.83     ,-42
51:22.4,0.07,0.07        ,40.91     ,-42.07
51:22.4,0.07,0.07        ,40.99     ,-42.15
51:22.4,0.07,0.07        ,41.07     ,-42.23
51:22.4,0.07,0.07        ,41.15     ,-42.31
51:22.5,0.07,0.07        ,41.23     ,-42.39
51:22.5,0.07,0.07        ,41.31     ,-42.47
51:22.5,0.07,0.07        ,41.39     ,-42.55
51:22.5,0.07,0.07        ,41.46     ,-42.63
51:22.5,0.07,0.07        ,41.54     ,-42.71
51:22.5,0.07,0.07        ,41.62     ,-42.79
51:22.5,0.07,0.07        ,41.7      ,-42.87
51:22.5,0.07,0.07        ,41.78     ,-42.95
51:22.5,0.07,0.07        ,41.86     ,-43.03
51:22.5,0.07,0.07        ,41.94     ,-43.11
51:22.5,0.07,0.07        ,42.02     ,-43.18
51:22.5,0.07,0.07        ,42.1      ,-43.26
51:22.5,0.07,0.07        ,42.17     ,-43.34
51:22.6,0.07,0.07        ,42.25     ,-43.42
51:22.6,0.07,0.07        ,42.33     ,-43.5
51:22.6,0.07,0.07        ,42.41     ,-43.57
51:22.6,0.07,0.07        ,42.49     ,-43.65
51:22.6,0.07,0.07        ,42.57     ,-43.73
51:22.6,0.07,0.07        ,42.65     ,-43.81
51:22.6,0.07,0.07        ,42.73     ,-43.89
51:22.6,0.07,0.07        ,42.81     ,-43.96
51:22.6,0.07,0.07        ,42.89     ,-44.04
51:22.6,0.07,0.07        ,42.96     ,-44.12
51:22.6,0.07,0.07        ,43.02     ,-44.2
51:22.6,0.07,0.07        ,43.09     ,-44.27
51:22.7,0.07,0.07        ,43.15     ,-44.35
51:22.7,0.07,0.07        ,43.21     ,-44.43
51:22.7,0.07,0.07        ,43.27     ,-44.5
51:22.7,0.07,0.07        ,43.32     ,-44.58
51:22.7,0.06,0.07        ,43.38     ,-44.66
51:22.7,0.06,0.07        ,43.43     ,-44.73
51:22.7,0.06,0.07        ,43.48     ,-44.81
51:22.7,0.06,0.07        ,43.55     ,-44.88
51:22.7,0.07,0.07        ,43.63     ,-44.96
51:22.7,0.06,0.07        ,43.7      ,-45.04
51:22.7,0.06,0.07        ,43.78     ,-45.11
51:22.7,0.06,0.07        ,43.87     ,-45.19
51:22.7,0.07,0.07        ,43.96     ,-45.26
51:22.8,0.06,0.07        ,44.05     ,-45.34
51:22.8,0.06,0.07        ,44.15     ,-45.42
51:22.8,0.07,0.07        ,44.25     ,-45.49
51:22.8,0.07,0.07        ,44.35     ,-45.57
51:22.8,0.07,0.07        ,44.44     ,-45.64
51:22.8,0.07,0.07        ,44.53     ,-45.72
51:22.8,0.07,0.07        ,44.62     ,-45.79
51:22.8,0.07,0.07        ,44.7      ,-45.87
51:22.8,0.07,0.07        ,44.78     ,-45.94
51:22.8,0.07,0.07        ,44.86     ,-46.01
51:22.8,0.07,0.07        ,44.93     ,-46.09
51:22.8,0.07,0.07        ,45        ,-46.16
51:22.8,0.07,0.07        ,45.07     ,-46.24
51:22.9,0.07,0.07        ,45.14     ,-46.31
51:22.9,0.07,0.07        ,45.22     ,-46.39
51:22.9,0.07,0.07        ,45.29     ,-46.46
51:22.9,0.07,0.07        ,45.37     ,-46.53
51:22.9,0.07,0.07        ,45.44     ,-46.61
51:22.9,0.07,0.07        ,45.51     ,-46.68
51:22.9,0.07,0.07        ,45.59     ,-46.75
51:22.9,0.07,0.07        ,45.66     ,-46.83
51:22.9,0.07,0.07        ,45.73     ,-46.9
51:22.9,0.07,0.07        ,45.81     ,-46.97
51:22.9,0.07,0.07        ,45.88     ,-47.05
51:22.9,0.07,0.07        ,45.95     ,-47.12
51:22.9,0.07,0.07        ,46.02     ,-47.19
51:23.0,0.07,0.07        ,46.1      ,-47.26
51:23.0,0.07,0.07        ,46.17     ,-47.34
51:23.0,0.07,0.07        ,46.24     ,-47.41
51:23.0,0.07,0.07        ,46.31     ,-47.48
51:23.0,0.07,0.07        ,46.39     ,-47.55
51:23.0,0.07,0.07        ,46.46     ,-47.62
51:23.0,0.07,0.07        ,46.53     ,-47.7
51:23.0,0.07,0.07        ,46.6      ,-47.77
51:23.0,0.07,0.07        ,46.67     ,-47.84
51:23.0,0.07,0.07        ,46.74     ,-47.91
51:23.0,0.07,0.07        ,46.82     ,-47.98
51:23.0,0.07,0.07        ,46.89     ,-48.05
51:23.0,0.07,0.07        ,46.96     ,-48.13
51:23.1,0.07,0.07        ,47.03     ,-48.2
51:23.1,0.07,0.07        ,47.1      ,-48.27
51:23.1,0.07,0.07        ,47.17     ,-48.34
51:23.1,0.07,0.07        ,47.24     ,-48.41
51:23.1,0.07,0.07        ,47.31     ,-48.48
51:23.1,0.07,0.07        ,47.38     ,-48.55
51:23.1,0.07,0.07        ,47.45     ,-48.62
51:23.1,0.07,0.07        ,47.52     ,-48.69
51:23.1,0.07,0.07        ,47.59     ,-48.76
51:23.1,0.07,0.07        ,47.66     ,-48.83
51:23.1,0.07,0.07        ,47.73     ,-48.9
51:23.1,0.07,0.07        ,47.8      ,-48.97
51:23.1,0.07,0.07        ,47.87     ,-49.04
51:23.2,0.07,0.07        ,47.94     ,-49.11
51:23.2,0.07,0.07        ,48.01     ,-49.18
51:23.2,0.07,0.07        ,48.08     ,-49.25
51:23.2,0.07,0.07        ,48.15     ,-49.32
51:23.2,0.07,0.07        ,48.22     ,-49.38
51:23.2,0.07,0.07        ,48.29     ,-49.45
51:23.2,0.07,0.07        ,48.36     ,-49.52
51:23.2,0.07,0.07        ,48.42     ,-49.59
51:23.2,0.07,0.07        ,48.49     ,-49.66
